id,adult,overview,popularity,release_date,title,vote_average,vote_count,character,actor_name,crew_id,name_genres,keyword_name,tags
218,FALSE,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",19.293562,10/26/1984,The Terminator,7.4,4208,The Terminator,Arnold Schwarzenegger,2710,"Action, Science Fiction, Thriller","artificial intelligence, car chase, cyborg, dystopia, future war, killer robot, laser gun, rebel, saving the world, shotgun, sun glasses, urban setting","Action, Science Fiction, Thriller, artificial intelligence, car chase, cyborg, dystopia, future war, killer robot, laser gun, rebel, saving the world, shotgun, sun glasses, urban setting"
219,FALSE,"Raimunda (PenÃ©lope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola DueÃ±as) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them.",6.302926,3/16/2006,Volver,7.3,419,Raimunda,PenÃ©lope Cruz,309,"Comedy, Drama, Romance","abusive father, child abuse, crime, death, fire, ghost, madrid, rape, return, secret, sexual abuse, solidarity, superstition, village","Comedy, Drama, Romance, abusive father, child abuse, crime, death, fire, ghost, madrid, rape, return, secret, sexual abuse, solidarity, superstition, village"
220,FALSE,"In the Salinas Valley, in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother Aron for the love of their father Adam. Cal is frustrated at every turn, from his reaction to the war, to how to get ahead in business and in life, to how to relate to estranged mother.",6.42883,3/9/1955,East of Eden,7.5,163,Caleb Trask,James Dean,2746,Drama,"beans, big wheel, birthday, brother brother relationship, good and bad, individual, love, money, rebel, southern usa","Drama, beans, big wheel, birthday, brother brother relationship, good and bad, individual, love, money, rebel, southern usa"
221,FALSE,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",10.968169,10/27/1955,Rebel Without a Cause,7.6,351,Jim Stark,James Dean,2765,Drama,"authority, car race, individual, parent child relationship, rebel, street gang, teen rebel, underground world, unsociability","Drama, authority, car race, individual, parent child relationship, rebel, street gang, teen rebel, underground world, unsociability"
223,FALSE,A self-conscious bride is tormented by the memory of her husband's dead first wife.,8.590813,4/12/1940,Rebecca,7.7,346,'Maxim' de Winter,Laurence Olivier,2636,"Drama, Mystery","age difference, based on novel, bride, cornwall, costume party, death, devotion, estate, film noir, housekeeper, love, monte carlo, obsession, rural setting, second wife, secret, suspense","Drama, Mystery, age difference, based on novel, bride, cornwall, costume party, death, devotion, estate, film noir, housekeeper, love, monte carlo, obsession, rural setting, second wife, secret, suspense"
224,FALSE,Man of Marble is a Polish film about a student making a film about a bricklayer who was once idolized. She interviews people who knew him and finds old footage that lead to an unfolding mystery that causes her producer to cancel the project.,2.78344,2/25/1977,Man of Marble,5.8,16,Agnieszka,Krystyna Janda,2801,"Drama, History","individual, polen","Drama, History, individual, polen"
225,FALSE,"In Warsaw in 1980, the Communist Party sends Winkel, a weak, alcoholic TV hack, to Gdansk to dig up dirt on the shipyard strikers, particularly on Maciek Tomczyk, an articulate worker whose father was killed in the December 1970 protests. Posing as sympathetic, Winkel interviews the people surrounding Tomczyk, including his detained wife, Agnieszka.",0.886249,7/27/1981,Man of Iron,6.1,15,Maciek Tomczyk / Mateusz Birkut,Jerzy RadziwiÅ‚owicz,2801,"Drama, History","individual, strike","Drama, History, individual, strike"
226,FALSE,"Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.",6.536006,9/2/1999,Boys Don't Cry,7.2,360,Brandon Teena,Hilary Swank,2836,"Crime, Drama","anger, friends, gender identity, identity, love, murder, nebraska, rape, romance, sex, small town, small town murder, transgender, transphobia, true, woman director","Crime, Drama, anger, friends, gender identity, identity, love, murder, nebraska, rape, romance, sex, small town, small town murder, transgender, transphobia, true, woman director"
227,FALSE,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",6.435926,3/25/1983,The Outsiders,6.9,293,Dallas 'Dally' Winston,Matt Dillon,1776,"Crime, Drama","based on young adult novel, children's home, coming of age, gang, juvenile delinquent, street gang","Crime, Drama, based on young adult novel, children's home, coming of age, gang, juvenile delinquent, street gang"
228,FALSE,"The Blue Angel follows Immanuel Rath (Emil Jannings) through a transformation from esteemed educator at the local Gymnasium (college preparatory high school) to a cabaret clown in Weimar Germany. Rath's descent begins when he punishes several of his students for circulating photographs of the beautiful Lola Lola (Marlene Dietrich) the headliner for the local cabaret, The Blue Angel. Hoping to catch the boys at the club, Professor Rath goes there later that evening and meets Lola herself. Consumed with desire and determined to remain at Lola's side, Rath returns to the night club the following evening (to return a pair of panties that were smuggled into his coat by one of his students) and stays the night with her. The next morning, reeling from his night of passion, Rath arrives late to school to find his classroom in chaos and the principal furious with his behavior.",2.40612,3/31/1930,The Blue Angel,7.4,52,Professor Immanuel Rath,Emil Jannings,2891,Drama,"german expressionism, melodrama, music, professor, pub, traveling circus","Drama, german expressionism, melodrama, music, professor, pub, traveling circus"
229,FALSE,"Bride of Frankenstein begins where James Whale's Frankenstein from 1931 ended. Dr. Frankenstein has not been killed as previously portrayed and now he wants to get away from the mad experiments. Yet when his wife is kidnapped by his creation, Frankenstein agrees to help him create a new monster, this time a woman.",7.000417,4/21/1935,Bride of Frankenstein,7.4,208,Frankenstein's Monster,Boris Karloff,2917,"Horror, Science Fiction","cemetery, classic horror, comedic relief, frankenstein, hermit, lightning, mad scientist, mill, monster, parts of dead body","Horror, Science Fiction, cemetery, classic horror, comedic relief, frankenstein, hermit, lightning, mad scientist, mill, monster, parts of dead body"
231,FALSE,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",5.768575,11/23/2005,Syriana,6.3,455,Bob Barnes,George Clooney,2945,"Drama, Thriller","anti terror, assassination, bomb, capitalism, cia, energy policy, globalization, lebanon, loss of son, middle east, persia, petrol, war against terror","Drama, Thriller, anti terror, assassination, bomb, capitalism, cia, energy policy, globalization, lebanon, loss of son, middle east, persia, petrol, war against terror"
232,FALSE,"Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.",8.20519,10/20/1983,Rumble Fish,6.8,141,Rusty James,Matt Dillon,1776,"Action, Adventure, Crime, Drama, Romance","billard, colour-blindness, gang, street gang","Action, Adventure, Crime, Drama, Romance, billard, colour-blindness, gang, street gang"
233,FALSE,The streets of the Bronx are owned by 60â€™s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang â€˜The Wanderers.â€™,3.386374,7/13/1979,The Wanderers,7.2,55,Richie,Ken Wahl,648,Drama,"adolescence, american football, black people, coming of age, new york, rock and roll, street gang","Drama, adolescence, american football, black people, coming of age, new york, rock and roll, street gang"
235,FALSE,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",15.206957,8/22/1986,Stand by Me,7.8,1568,Gordie Lachance,Wil Wheaton,3026,"Crime, Drama","1950s, based on novel, boys, campfire story, child, coming of age, friendship, normandy beach, railroad track, reference to superman, story within the story, Â flipping coin","1950s, Crime, Drama, based on novel, boys, campfire story, child, coming of age, flipping coin, friendship, normandy beach, railroad track, reference to superman, story within the story"
236,FALSE,"Murielâ€™s Wedding is P.J. Hoganâ€™s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy thatâ€™s funny, silly, angry and serious.",5.254847,9/29/1994,Muriel's Wedding,6.9,104,Muriel Heslop / Mariel Heslop-Van Arckle,Toni Collette,3045,"Comedy, Drama, Romance","bathing, becoming an adult, boredom, daughter, dream, empowerment, friendship, individual, love of one's life, olympic games, overweight, province, return","Comedy, Drama, Romance, bathing, becoming an adult, boredom, daughter, dream, empowerment, friendship, individual, love of one's life, olympic games, overweight, province, return"
237,FALSE,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,5.235419,9/26/2003,Young Adam,5.9,46,Joe Taylor,Ewan McGregor,3055,"Crime, Drama, Romance, Thriller","adultery, author, boat, court case, dying and death, extramarital affair, glasgow, individual, pregnancy, river, scotland","Crime, Drama, Romance, Thriller, adultery, author, boat, court case, dying and death, extramarital affair, glasgow, individual, pregnancy, river, scotland"
238,FALSE,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",41.109264,3/14/1972,The Godfather,8.5,6024,Don Vito Corleone,Marlon Brando,1776,"Crime, Drama","1940s, crime family, italian american, italy, lawyer, loss of father, love at first sight, mafia, mob boss, organized crime, patriarch, rise to power","1940s, Crime, Drama, crime family, italian american, italy, lawyer, loss of father, love at first sight, mafia, mob boss, organized crime, patriarch, rise to power"
239,FALSE,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",11.845107,3/18/1959,Some Like It Hot,8,835,Sugar Kane Kowalczyk,Marilyn Monroe,3146,"Comedy, Romance","all girl band, band, chicago, cross dressing, dressing, mafia, musician, spats, st. valentine's day massacre, sugar, valentine's day, witness","Comedy, Romance, all girl band, band, chicago, cross dressing, dressing, mafia, musician, spats, st. valentine's day massacre, sugar, valentine's day, witness"
240,FALSE,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",36.629307,12/20/1974,The Godfather: Part II,8.3,3418,Don Michael Corleone,Al Pacino,1776,"Crime, Drama","blood, bloody body of child, corrupt politician, cuba, italo-american, lawyer, mafia, man punches woman, melancholy, praise, revenge, vororte","Crime, Drama, blood, bloody body of child, corrupt politician, cuba, italo-american, lawyer, mafia, man punches woman, melancholy, praise, revenge, vororte"
241,FALSE,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,11.226856,8/25/1994,Natural Born Killers,6.9,927,Mickey Knox,Woody Harrelson,1152,"Crime, Drama, Thriller","abuse, controversial, controversy, daughter, journalist, mass murder, sadistic, satire, trauma, violence, yellow press, young couple","Crime, Drama, Thriller, abuse, controversial, controversy, daughter, journalist, mass murder, sadistic, satire, trauma, violence, yellow press, young couple"
242,FALSE,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",17.185349,12/24/1990,The Godfather: Part III,7.1,1589,Don Michael Corleone,Al Pacino,1776,"Crime, Drama, Thriller","assassination, christianity, confession, daughter, helicopter, italo-american, italy, lawyer, new york, pope, vatican","Crime, Drama, Thriller, assassination, christianity, confession, daughter, helicopter, italo-american, italy, lawyer, new york, pope, vatican"
243,FALSE,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",8.524956,3/17/2000,High Fidelity,7,636,Rob Gordon,John Cusack,3224,"Comedy, Drama, Music, Romance","bruce frederick joseph springsteen, chicago, disc jockey, music record, pop, record collection, record store, rock and roll, soul","Comedy, Drama, Music, Romance, bruce frederick joseph springsteen, chicago, disc jockey, music record, pop, record collection, record store, rock and roll, soul"
244,FALSE,An adventure film about a film crew in search of a monster on a remote island. The crew finds King Kong and decides to take him back to New York as a money making spectacle. The film is a masterpiece of Stop-Motion in filmmaking history and inspired a line of King Kong films.,8.73274,4/7/1933,King Kong,7.7,346,Carl Denham,Robert Armstrong,3238,"Action, Adventure, Drama, Horror","actress, animal horror, damsel in distress, dinosaur, empire state building, exotic island, film business, film making, film producer, great ape, great depression, king kong, new york city, screenplay, sea voyage, ship, unsociability","Action, Adventure, Drama, Horror, actress, animal horror, damsel in distress, dinosaur, empire state building, exotic island, film business, film making, film producer, great ape, great depression, king kong, new york city, screenplay, sea voyage, ship, unsociability"
245,FALSE,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",10.956665,4/26/2002,About a Boy,6.6,627,Will,Hugh Grant,3288,"Comedy, Drama, Romance","bachelor, becoming an adult, friendship, london england, rap music, rock and roll, single, single parent","Comedy, Drama, Romance, bachelor, becoming an adult, friendship, london england, rap music, rock and roll, single, single parent"
246,FALSE,"ZatÃ´ichi is a 19th century blind nomad who makes his living as a gambler and masseur. However, behind this humble facade, he is a master swordsman gifted with a lightning-fast draw and breathtaking precision. While wandering, ZatÃ´ichi discovers a remote mountain village at the mercy of Ginzo, a ruthless gang-leader. Ginzo disposes of anyone who gets in his way, especially after hiring the mighty samurai ronin, Hattori, as a bodyguard. After a raucous night of gambling in town, ZatÃ´ichi encounters a pair of geishas--as dangerous as they are beautiful--who've come to avenge their parents' murder. As the paths of these and other colorful characters intertwine, Ginzo's henchmen are soon after ZatÃ´ichi. With his legendary cane sword at his side, the stage is set for a riveting showdown.",6.428263,9/6/2003,Zatoichi,7.3,236,ZatÃ´ichi,Takeshi Kitano,3317,"Action, Adventure, Drama","blackmail, blood, geisha, japan, martial arts, revenge, samurai, sword, violence","Action, Adventure, Drama, blackmail, blood, geisha, japan, martial arts, revenge, samurai, sword, violence"
247,FALSE,The Killing was Stanley Kubrickâ€™s first film with a professional cast and the first time he achieved public recognition as the unconventional director heâ€™s now known for. The story is of ex-prisoners who plan to set up a racetrack so they can live a life without monetary worries. One of the more exceptional films of the 1950â€™s.,10.223264,5/8/1956,The Killing,7.7,290,Johnny Clay,Sterling Hayden,240,"Action, Crime, Drama, Thriller","adultery, bag of money, classic noir, corruption, crime, ex-detainee, femme fatale, horse race, marriage crisis, robbery, secret, sniper, way of life, wife husband relationship","Action, Crime, Drama, Thriller, adultery, bag of money, classic noir, corruption, crime, ex-detainee, femme fatale, horse race, marriage crisis, robbery, secret, sniper, way of life, wife husband relationship"
248,FALSE,"Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.",2.649605,12/18/1961,Pocketful of Miracles,7.3,25,Dave 'the Dude' Conway,Glenn Ford,2662,"Comedy, Drama","1930s, apple, deception, dowager, dude, high society, luck, new york city, prohibition","1930s, Comedy, Drama, apple, deception, dowager, dude, high society, luck, new york city, prohibition"
249,FALSE,"The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far.",5.963782,12/8/1989,The War of the Roses,6.7,288,Barbara Rose,Kathleen Turner,518,"Comedy, Drama, Thriller","candelabrum, cat, dog, gymnastics, lawyer","Comedy, Drama, Thriller, candelabrum, cat, dog, gymnastics, lawyer"
251,FALSE,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",11.945397,7/12/1990,Ghost,6.9,1381,Sam Wheat,Patrick Swayze,3415,"Drama, Fantasy, Mystery, Romance, Thriller","afterlife, corruption, fortune teller, money laundering, money transfer, pottery, spiritism","Drama, Fantasy, Mystery, Romance, Thriller, afterlife, corruption, fortune teller, money laundering, money transfer, pottery, spiritism"
252,FALSE,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,12.416635,6/29/1971,Willy Wonka & the Chocolate Factory,7.4,826,Willy Wonka,Gene Wilder,3451,"Family, Fantasy","based on novel, candy, chocolate, factory, factory worker, grandfather grandson relationship, musical, overweight child, single, teacher, tv addicted person","Family, Fantasy, based on novel, candy, chocolate, factory, factory worker, grandfather grandson relationship, musical, overweight child, single, teacher, tv addicted person"
253,FALSE,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,9.773768,7/5/1973,Live and Let Die,6.4,540,James Bond,Roger Moore,9915,"Action, Adventure, Thriller","aftercreditsstinger, boat, bomb, crocodile, drug smuggle, drug traffic, dual identity, england, heroin, jamaica, london england, new york, secret identity, secret intelligence service, secret mission, sheriff, spy, tarot cards, tombstone, voodoo","Action, Adventure, Thriller, aftercreditsstinger, boat, bomb, crocodile, drug smuggle, drug traffic, dual identity, england, heroin, jamaica, london england, new york, secret identity, secret intelligence service, secret mission, sheriff, spy, tarot cards, tombstone, voodoo"
254,FALSE,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",19.761164,12/14/2005,King Kong,6.6,2403,Ann Darrow,Naomi Watts,108,"Action, Adventure, Drama","dinosaur, exotic island, film business, film making, film producer, indigenous, monster, screenplay, ship, show business","Action, Adventure, Drama, dinosaur, exotic island, film business, film making, film producer, indigenous, monster, screenplay, ship, show business"
255,FALSE,"Baisers voles is the second of two films from the â€˜Antonie-Doinel-Zyklusâ€™ by French director Truffaut. The film depicts the life of a young twenty year old man whoâ€™s life revolves around casual jobs and women, especially young violinist Christine Darbon (Claude Jade's screen-debut).",6.564465,8/13/1968,Stolen Kisses,7.4,59,Antoine Doinel,Jean-Pierre LÃ©aud,1650,"Comedy, Drama, Romance","adultery, amateur detective, army, balzac, brothel, cinÃ©mathÃ¨que franÃ§aise, detective, eiffel tower paris, extramarital affair, hotel, hotel room, individual, job-hopping, lovesickness, may 68, montmartre, night watchman, parent child relationship, paris, repair, secret love, shoe seller, shyness, students' movement","Comedy, Drama, Romance, adultery, amateur detective, army, balzac, brothel, cinÃ©mathÃ¨que franÃ§aise, detective, eiffel tower paris, extramarital affair, hotel, hotel room, individual, job-hopping, lovesickness, may 68, montmartre, night watchman, parent child relationship, paris, repair, secret love, shoe seller, shyness, students' movement"
256,FALSE,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend.",1.673854,6/22/1962,Antoine and Colette,7.1,22,Antoine Doinel,Jean-Pierre LÃ©aud,1650,Drama,"adolescence, concert, individual, lovesickness, parent child relationship, paris, place de clichy, record store","Drama, adolescence, concert, individual, lovesickness, parent child relationship, paris, place de clichy, record store"
258,FALSE,Bed and Board depicts Christine and Antoine having just gotten married yet things fall apart as they are unfaithful.,11.97502,8/31/1970,Bed and Board,7.2,39,Antoine Doinel,Jean-Pierre LÃ©aud,1650,"Comedy, Drama, Romance","1970s, adultery, brothel, daily life, divorce, expensive restaurant, extramarital affair, fetish, independent film, infidelity, japanese, job-hopping, life planning, marriage crisis, married couple, music teacher, neglect of one's spouse, paris, pregnancy, relationship, routine, violin","1970s, Comedy, Drama, Romance, adultery, brothel, daily life, divorce, expensive restaurant, extramarital affair, fetish, independent film, infidelity, japanese, job-hopping, life planning, marriage crisis, married couple, music teacher, neglect of one's spouse, paris, pregnancy, relationship, routine, violin"
259,FALSE,"Antoine Doinel is now more than thirty. He divorces from Christine. He is a proofreader, and is in love with Sabine, a record seller. Colette, his teenager love, is now a lawyer. She buys Antoine's first published autobiographical novel. They meet again in a station...",3.762139,1/24/1979,Love on the Run,6.9,19,Antoine Doinel,Jean-Pierre LÃ©aud,1650,"Comedy, Drama, Romance","1970s, adultery, becoming an adult, bookshop, cemetery, paris, print shop, printer","1970s, Comedy, Drama, Romance, adultery, becoming an adult, bookshop, cemetery, paris, print shop, printer"
260,FALSE,"While on vacation in London, Canadian Richard Hannay becomes embroiled in an international spy ring related to the mysterious ""39 steps."" Then he meets agent Annabella Smith, who is soon killed in his apartment. He must elude the police, who are hunting him for murder, while he tries to stop Professor Jordan from sending secrets out of the country. Hannay is assisted by Pamela, an unwilling accomplice who discovers the truth.",5.865697,6/1/1935,The 39 Steps,7.4,217,Richard Hannay,Robert Donat,2636,"Action, Mystery, Thriller","bickering couple, cabaret, entertainer, fugitive, handcuffed together, handcuffs, held against will, intelligence, london england, manhunt, memorization, murder, scotland, scotland yard, secret, secret agent, train, wrongly accused","Action, Mystery, Thriller, bickering couple, cabaret, entertainer, fugitive, handcuffed together, handcuffs, held against will, intelligence, london england, manhunt, memorization, murder, scotland, scotland yard, secret, secret agent, train, wrongly accused"
261,FALSE,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",11.794846,2/17/1958,Cat on a Hot Tin Roof,7.6,168,Maggie,Elizabeth Taylor,3632,"Drama, Romance","adultery, alcoholic, depression, dying and death, individual, jealousy, mississippi, southern usa, suicide, wife husband relationship","Drama, Romance, adultery, alcoholic, depression, dying and death, individual, jealousy, mississippi, southern usa, suicide, wife husband relationship"
262,FALSE,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",9.093411,12/18/1982,The King of Comedy,7.6,306,Rupert Pupkin,Robert De Niro,1032,"Comedy, Drama","blackmail, entertainer, fbi, prison, public, receptionist, show business, studio, tv show","Comedy, Drama, blackmail, entertainer, fbi, prison, public, receptionist, show business, studio, tv show"
265,FALSE,Lili Marleen is the story of a German singer named Wilkie who while working in Switzerland falls in love with a Jewish composer named Robert whoâ€™s family is helping people to flee from the Nazis. Roberts family is skeptical of Walkie thinking she could be a Nazi as she becomes famous for singing Lili Marleen.,2.525223,1/14/1981,Lili Marleen,5.6,15,Willie Bunterberg,Hanna Schygulla,2725,"Drama, Romance, War","berlin, in love with enemy, jewry, music record, musical, radio station, resistance, show business, switzerland, zurich","Drama, Romance, War, berlin, in love with enemy, jewry, music record, musical, radio station, resistance, show business, switzerland, zurich"
266,FALSE,Screenwriter Paul Javal's marriage to his wife Camille disintegrates during a film production as she spends time with its producer.,7.543337,10/21/1963,Contempt,7.5,138,Camille Javal,Brigitte Bardot,3776,Drama,"capri, car crash, cinecittÃ , divorce, film business, film making, film producer, italy, jealousy, love triangle, screenwriter, villa","Drama, capri, car crash, cinecittÃ , divorce, film business, film making, film producer, italy, jealousy, love triangle, screenwriter, villa"
267,FALSE,A scorned ex-convict forces himself into the lives of the couple who put him behind bars.,6.715019,10/28/1997,Live Flesh,7.2,89,VÃ­ctor Plaza,Liberto Rabal,309,"Drama, Romance, Thriller","adolescence, adultery, bus, drug abuse, madrid, paraplegic, pregnancy and birth, prostitute, sexual abuse, sexual obsession","Drama, Romance, Thriller, adolescence, adultery, bus, drug abuse, madrid, paraplegic, pregnancy and birth, prostitute, sexual abuse, sexual obsession"
268,FALSE,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",19.10673,6/23/1989,Batman,7,2145,Jack Napier/The Joker,Jack Nicholson,510,"Action, Fantasy","chemical, crime fighter, dc comics, double life, dual identity, fictional place, gotham city, super powers, superhero","Action, Fantasy, chemical, crime fighter, dc comics, double life, dual identity, fictional place, gotham city, super powers, superhero"
269,FALSE,A young car thief kills a policeman and tries to persuade a girl to hide in Italy with him.,8.200586,3/16/1960,Breathless,7.7,322,Michel Poiccard / Laszlo Kovacs,Jean-Paul Belmondo,3776,"Crime, Drama","auto, car thief, dying and death, extramarital affair, fight, financial transactions, french noir, friendship, hotel room, journalism, journalist, loss of lover, marseille, newspaper, nouvelle vague, paris, running, smoking","Crime, Drama, auto, car thief, dying and death, extramarital affair, fight, financial transactions, french noir, friendship, hotel room, journalism, journalist, loss of lover, marseille, newspaper, nouvelle vague, paris, running, smoking"
272,FALSE,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",28.505341,6/10/2005,Batman Begins,7.5,7511,Bruce Wayne / Batman,Christian Bale,525,"Action, Crime, Drama","based on comic, crime, crime fighter, dc comics, escapade, evil doctor, fighting crime, good vs evil, gotham city, haunted by the past, hero, himalaya, loss of father, love and romance, martial arts, master villain, ninja, rivalry, secret identity, society, super powers, superhero, tragic hero, undercover, unfulfilled love, unfulfillment, vigilante","Action, Crime, Drama, based on comic, crime, crime fighter, dc comics, escapade, evil doctor, fighting crime, good vs evil, gotham city, haunted by the past, hero, himalaya, loss of father, love and romance, martial arts, master villain, ninja, rivalry, secret identity, society, super powers, superhero, tragic hero, undercover, unfulfilled love, unfulfillment, vigilante"
274,FALSE,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",4.307222,2/1/1991,The Silence of the Lambs,8.1,4549,Clarice Starling,Jodie Foster,16294,"Crime, Drama, Thriller","animal in cast credits, based on novel, cannibal, cannibalism, fbi agent, horror, psychological thriller, psychopath, serial killer, suspense","Crime, Drama, Thriller, animal in cast credits, based on novel, cannibal, cannibalism, fbi agent, horror, psychological thriller, psychopath, serial killer, suspense"
275,FALSE,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",12.61469,4/5/1996,Fargo,7.7,2080,Jerry Lundegaard,William H. Macy,1223,"Crime, Drama, Thriller","auto, car dealership, cheating, kidnapping, money, murder, north dakota, police, ransom, salesclerk, unsociability, winter, woodchipper","Crime, Drama, Thriller, auto, car dealership, cheating, kidnapping, money, murder, north dakota, police, ransom, salesclerk, unsociability, winter, woodchipper"
